date,tweets
08-25-2015,21
08-26-2015,4
08-27-2015,13
08-28-2015,7
08-29-2015,7
08-31-2015,11
09-01-2015,17
09-02-2015,14
09-03-2015,6
09-04-2015,5
09-05-2015,11
09-06-2015,28
09-07-2015,8
09-08-2015,16
09-09-2015,5
09-10-2015,4
09-11-2015,15
09-12-2015,40
09-13-2015,1
09-14-2015,11
09-15-2015,18
09-16-2015,7
09-17-2015,5
09-18-2015,5
09-19-2015,9
09-20-2015,9
09-21-2015,63
09-22-2015,20
09-23-2015,7
09-24-2015,16
09-25-2015,14
09-26-2015,11
09-27-2015,13
09-28-2015,12
09-29-2015,5
09-30-2015,19
10-01-2015,20
10-02-2015,23
10-03-2015,17
10-04-2015,21
10-05-2015,17
10-06-2015,38
10-07-2015,17
10-08-2015,24
10-09-2015,32
10-10-2015,13
10-11-2015,6
10-12-2015,12
10-13-2015,93
10-14-2015,17
10-15-2015,18
10-16-2015,21
10-17-2015,15
10-18-2015,69
10-19-2015,13
10-20-2015,28
10-21-2015,11
10-22-2015,10
10-23-2015,3
10-24-2015,25
10-25-2015,46
10-26-2015,11
10-27-2015,20
10-28-2015,32
10-29-2015,45
10-30-2015,25
10-31-2015,44
11-01-2015,20
11-02-2015,19
11-03-2015,32
11-04-2015,5
11-05-2015,15
11-06-2015,38
11-07-2015,23
11-08-2015,37
11-09-2015,16
11-10-2015,16
11-11-2015,14
11-12-2015,20
11-13-2015,13
11-14-2015,23
11-15-2015,23
11-16-2015,12
11-17-2015,12
11-18-2015,6
11-19-2015,21
11-20-2015,42
11-21-2015,28
11-22-2015,19
11-23-2015,18
11-24-2015,17
11-25-2015,20
11-26-2015,9
11-27-2015,8
11-28-2015,18
11-29-2015,17
11-30-2015,12
12-01-2015,20
12-02-2015,20
12-03-2015,34
12-04-2015,25
12-05-2015,10
12-06-2015,39
12-07-2015,29
12-08-2015,15
12-09-2015,31
12-10-2015,20
12-11-2015,19
12-12-2015,23
12-13-2015,32
12-14-2015,17
12-15-2015,27
12-16-2015,19
12-17-2015,6
12-18-2015,12
12-19-2015,11
12-20-2015,14
12-21-2015,16
12-22-2015,28
12-23-2015,13
12-24-2015,16
12-25-2015,13
12-26-2015,8
12-27-2015,11
12-28-2015,15
12-29-2015,10
12-30-2015,19
12-31-2015,23
01-01-2016,12
01-02-2016,15
01-03-2016,13
01-04-2016,14
01-05-2016,15
01-06-2016,7
01-07-2016,20
01-08-2016,9
01-09-2016,12
01-10-2016,11
01-11-2016,18
01-12-2016,10
01-13-2016,14
01-14-2016,9
01-15-2016,11
01-16-2016,17
01-17-2016,6
01-18-2016,10
01-19-2016,16
01-20-2016,10
01-21-2016,21
01-22-2016,32
01-23-2016,21
01-24-2016,21
01-25-2016,27
01-26-2016,24
01-27-2016,13
01-28-2016,35
01-29-2016,23
01-30-2016,4
01-31-2016,18
02-01-2016,3
02-02-2016,17
02-03-2016,20
02-04-2016,5
02-05-2016,20
02-06-2016,14
02-07-2016,22
02-08-2016,13
02-09-2016,16
02-10-2016,10
02-11-2016,14
02-12-2016,19
02-13-2016,31
02-14-2016,10
02-15-2016,11
02-16-2016,14
02-17-2016,12
02-18-2016,18
02-19-2016,15
02-20-2016,21
02-21-2016,8
02-22-2016,31
02-23-2016,23
02-24-2016,27
02-25-2016,21
02-26-2016,23
02-27-2016,16
02-28-2016,28
02-29-2016,14
03-01-2016,16
03-02-2016,23
03-03-2016,17
03-04-2016,11
03-05-2016,21
03-06-2016,14
03-07-2016,18
03-08-2016,23
03-09-2016,3
03-10-2016,6
03-11-2016,12
03-12-2016,18
03-13-2016,11
03-14-2016,13
03-15-2016,31
03-16-2016,16
03-17-2016,14
03-18-2016,27
03-19-2016,20
03-20-2016,9
03-22-2016,18
03-23-2016,14
03-24-2016,21
03-25-2016,4
03-26-2016,10
03-27-2016,10
03-28-2016,12
03-29-2016,14
03-30-2016,7
03-31-2016,8
04-01-2016,10
04-02-2016,8
04-03-2016,14
04-04-2016,11
04-05-2016,7
04-06-2016,4
04-07-2016,6
04-08-2016,17
04-09-2016,14
04-10-2016,7
04-11-2016,13
04-12-2016,7
04-13-2016,6
04-14-2016,2
04-15-2016,6
04-16-2016,13
04-17-2016,7
04-18-2016,7
04-19-2016,20
04-20-2016,7
04-21-2016,4
04-22-2016,6
04-23-2016,12
04-24-2016,7
04-25-2016,10
04-26-2016,17
04-27-2016,15
04-28-2016,14
04-29-2016,5
04-30-2016,6
05-01-2016,8
05-02-2016,14
05-03-2016,11
05-04-2016,6
05-05-2016,7
05-06-2016,17
05-07-2016,6
05-08-2016,6
05-09-2016,20
05-10-2016,17
05-11-2016,14
05-12-2016,3
05-13-2016,3
05-14-2016,3
05-15-2016,15
05-16-2016,16
05-17-2016,54
05-18-2016,7
05-19-2016,3
05-20-2016,18
05-21-2016,9
05-22-2016,9
05-23-2016,8
05-24-2016,18
05-25-2016,6
05-26-2016,9
05-27-2016,8
05-28-2016,7
05-29-2016,6
05-30-2016,13
05-31-2016,9
06-01-2016,7
06-02-2016,29
06-03-2016,10
06-04-2016,7
06-05-2016,3
06-06-2016,12
06-07-2016,8
06-08-2016,19
06-09-2016,8
06-10-2016,13
06-11-2016,10
06-12-2016,8
06-13-2016,13
06-14-2016,7
06-15-2016,9
06-16-2016,7
06-17-2016,12
06-18-2016,9
06-19-2016,2
06-20-2016,1
06-21-2016,14
06-22-2016,6
06-23-2016,17
06-24-2016,13
06-25-2016,9
06-26-2016,15
06-27-2016,3
06-28-2016,13
06-29-2016,10
06-30-2016,10
07-01-2016,11
07-02-2016,12
07-03-2016,8
07-04-2016,13
07-05-2016,10
07-06-2016,12
07-07-2016,6
07-08-2016,5
07-09-2016,2
07-10-2016,4
07-11-2016,6
07-12-2016,14
07-13-2016,14
07-14-2016,6
07-15-2016,4
07-16-2016,13
07-17-2016,12
07-18-2016,8
07-19-2016,5
07-20-2016,23
07-21-2016,14
07-22-2016,7
07-23-2016,14
07-24-2016,17
07-25-2016,22
07-26-2016,19
07-27-2016,20
07-28-2016,22
07-29-2016,27
07-30-2016,23
07-31-2016,5
08-01-2016,25
08-02-2016,14
08-03-2016,7
08-04-2016,8
08-05-2016,34
08-06-2016,10
08-07-2016,5
08-08-2016,14
08-09-2016,19
08-10-2016,13
08-11-2016,7
08-12-2016,13
08-13-2016,7
08-14-2016,10
08-15-2016,3
08-16-2016,7
08-17-2016,8
08-18-2016,4
08-19-2016,10
08-20-2016,8
08-21-2016,7
08-22-2016,9
08-23-2016,8
08-24-2016,10
08-25-2016,12
08-26-2016,14
08-27-2016,10
08-28-2016,6
08-29-2016,13
08-30-2016,8
08-31-2016,10
09-01-2016,6
09-02-2016,5
09-03-2016,5
09-04-2016,14
09-05-2016,6
09-06-2016,13
09-07-2016,5
09-08-2016,15
09-09-2016,12
09-10-2016,8
09-11-2016,1
09-12-2016,6
09-13-2016,13
09-14-2016,11
09-15-2016,12
09-16-2016,9
09-17-2016,8
09-18-2016,5
09-19-2016,10
09-20-2016,8
09-21-2016,9
09-22-2016,4
09-23-2016,6
09-24-2016,6
09-25-2016,6
09-26-2016,36
09-27-2016,21
09-28-2016,11
09-29-2016,5
09-30-2016,12
10-01-2016,5
10-02-2016,6
10-03-2016,5
10-04-2016,56
10-05-2016,16
10-06-2016,9
10-07-2016,1
10-08-2016,5
10-09-2016,68
10-10-2016,7
10-11-2016,17
10-12-2016,6
10-13-2016,12
10-14-2016,5
10-15-2016,14
10-16-2016,16
10-17-2016,26
10-18-2016,15
10-19-2016,87
10-20-2016,15
10-21-2016,16
10-22-2016,16
10-23-2016,11
10-24-2016,18
10-25-2016,17
10-26-2016,5
10-27-2016,20
10-28-2016,12
10-29-2016,8
10-30-2016,9
10-31-2016,6
11-01-2016,16
11-02-2016,14
11-03-2016,9
11-04-2016,13
11-05-2016,13
11-06-2016,9
11-07-2016,16
11-08-2016,12
11-09-2016,1
11-10-2016,3
11-11-2016,3
11-12-2016,1
11-13-2016,8
11-15-2016,3
11-16-2016,4
11-17-2016,3
11-18-2016,2
11-19-2016,4
11-20-2016,5
11-21-2016,3
11-22-2016,9
11-23-2016,2
11-24-2016,1
11-26-2016,3
11-27-2016,11
11-28-2016,7
11-29-2016,9
11-30-2016,10
12-01-2016,4
12-02-2016,3
12-03-2016,4
12-04-2016,10
12-05-2016,3
12-06-2016,6
12-07-2016,5
12-08-2016,4
12-09-2016,3
12-10-2016,8
12-11-2016,6
12-12-2016,9
12-13-2016,6
12-14-2016,1
12-15-2016,6
12-16-2016,4
12-17-2016,7
12-18-2016,1
12-19-2016,5
12-20-2016,3
12-21-2016,4
12-22-2016,5
12-23-2016,6
12-24-2016,4
12-25-2016,2
12-26-2016,5
12-27-2016,2
12-28-2016,4
12-29-2016,1
12-30-2016,3
12-31-2016,9
01-02-2017,7
01-03-2017,11
01-04-2017,9
01-05-2017,9
01-06-2017,11
01-07-2017,7
01-08-2017,6
01-09-2017,8
01-10-2017,6
01-11-2017,6
01-12-2017,4
01-13-2017,8
01-14-2017,5
01-15-2017,8
01-16-2017,4
01-17-2017,10
01-18-2017,10
01-19-2017,8
01-20-2017,12
01-21-2017,2
01-22-2017,4
01-23-2017,1
01-24-2017,8
01-25-2017,8
01-26-2017,7
01-27-2017,7
01-28-2017,5
01-29-2017,7
01-30-2017,8
01-31-2017,5
02-01-2017,3
02-02-2017,6
02-03-2017,8
02-04-2017,10
02-05-2017,5
02-06-2017,7
02-07-2017,4
02-08-2017,11
02-09-2017,7
02-10-2017,3
02-11-2017,11
02-12-2017,7
02-13-2017,5
02-14-2017,4
02-15-2017,11
02-16-2017,6
02-17-2017,9
02-18-2017,3
02-19-2017,1
02-20-2017,5
02-21-2017,2
02-22-2017,2
02-23-2017,3
02-24-2017,5
02-25-2017,6
02-26-2017,4
02-27-2017,3
02-28-2017,2
03-01-2017,1
03-02-2017,5
03-03-2017,9
03-04-2017,7
03-05-2017,3
03-06-2017,6
03-07-2017,7
03-08-2017,5
03-09-2017,4
03-10-2017,3
03-11-2017,1
03-12-2017,1
03-13-2017,5
03-14-2017,2
03-15-2017,9
03-16-2017,5
03-17-2017,9
03-18-2017,2
03-19-2017,1
03-20-2017,8
03-21-2017,3
03-22-2017,4
03-23-2017,4
03-24-2017,4
03-25-2017,4
03-26-2017,2
03-27-2017,4
03-28-2017,6
03-29-2017,5
03-30-2017,9
03-31-2017,7
04-01-2017,8
04-02-2017,4
04-03-2017,7
04-04-2017,4
04-05-2017,2
04-06-2017,1
04-07-2017,1
04-08-2017,5
04-09-2017,3
04-10-2017,2
04-11-2017,6
04-12-2017,6
04-13-2017,4
04-14-2017,2
04-16-2017,6
04-17-2017,8
04-18-2017,7
04-19-2017,4
04-20-2017,3
04-21-2017,8
04-22-2017,7
04-23-2017,7
04-24-2017,7
04-25-2017,5
04-26-2017,9
04-27-2017,12
04-28-2017,6
04-29-2017,3
04-30-2017,5
05-01-2017,3
05-02-2017,5
05-03-2017,2
05-04-2017,12
05-05-2017,8
05-06-2017,1
05-07-2017,6
05-08-2017,10
05-09-2017,3
05-10-2017,11
05-11-2017,5
05-12-2017,10
05-13-2017,3
05-14-2017,1
05-15-2017,2
05-16-2017,5
05-17-2017,1
05-18-2017,5
05-19-2017,2
05-20-2017,2
05-21-2017,3
05-22-2017,2
05-23-2017,4
05-24-2017,2
05-25-2017,4
05-26-2017,4
05-27-2017,7
05-28-2017,14
05-29-2017,4
05-30-2017,6
05-31-2017,10
06-01-2017,4
06-02-2017,9
06-03-2017,4
06-04-2017,3
06-05-2017,9
06-06-2017,12
06-07-2017,2
06-09-2017,8
06-10-2017,1
06-11-2017,8
06-12-2017,5
06-13-2017,11
06-14-2017,3
06-15-2017,6
06-16-2017,9
06-17-2017,1
06-18-2017,7
06-19-2017,14
06-20-2017,11
06-21-2017,3
06-22-2017,16
06-23-2017,5
06-24-2017,5
06-25-2017,2
06-26-2017,12
06-27-2017,11
06-28-2017,10
06-29-2017,13
06-30-2017,6
07-01-2017,12
07-02-2017,4
07-03-2017,12
07-04-2017,4
07-05-2017,4
07-06-2017,5
07-07-2017,6
07-08-2017,5
07-09-2017,11
07-10-2017,10
07-11-2017,8
07-12-2017,13
07-13-2017,4
07-14-2017,13
07-15-2017,7
07-16-2017,9
07-17-2017,2
07-18-2017,7
07-19-2017,3
07-20-2017,3
07-21-2017,7
07-22-2017,14
07-23-2017,6
07-24-2017,11
07-25-2017,17
07-26-2017,11
07-27-2017,11
07-28-2017,8
07-29-2017,13
07-30-2017,1
07-31-2017,4
08-01-2017,3
08-02-2017,5
08-03-2017,10
08-04-2017,15
08-05-2017,9
08-06-2017,4
08-07-2017,14
08-08-2017,9
08-09-2017,13
08-10-2017,6
08-11-2017,9
08-12-2017,8
08-13-2017,4
08-14-2017,12
08-15-2017,7
08-16-2017,17
08-17-2017,10
08-18-2017,10
08-19-2017,8
08-20-2017,2
08-21-2017,6
08-22-2017,8
08-23-2017,7
08-24-2017,16
08-25-2017,16
08-26-2017,8
08-27-2017,11
08-28-2017,4
08-29-2017,6
08-30-2017,8
08-31-2017,2
09-01-2017,9
09-02-2017,10
09-03-2017,5
09-04-2017,2
09-05-2017,6
09-06-2017,10
09-07-2017,11
09-08-2017,7
09-09-2017,4
09-10-2017,9
09-11-2017,2
09-12-2017,5
09-13-2017,6
09-14-2017,11
09-15-2017,13
09-16-2017,3
09-17-2017,15
09-18-2017,8
09-19-2017,11
09-20-2017,24
09-21-2017,6
09-22-2017,11
09-23-2017,14
09-24-2017,10
09-25-2017,14
09-26-2017,20
09-27-2017,9
09-28-2017,10
09-29-2017,16
09-30-2017,26
10-01-2017,8
10-02-2017,1
10-03-2017,11
10-04-2017,7
10-05-2017,12
10-07-2017,12
10-08-2017,11
10-09-2017,6
10-10-2017,10
10-11-2017,17
10-12-2017,10
10-13-2017,16
10-14-2017,9
10-15-2017,4
10-16-2017,7
10-17-2017,11
10-18-2017,16
10-19-2017,10
10-20-2017,7
10-21-2017,14
10-22-2017,3
10-23-2017,4
10-24-2017,8
10-25-2017,16
10-26-2017,9
10-27-2017,16
10-28-2017,9
10-29-2017,6
10-30-2017,4
10-31-2017,17
11-01-2017,19
11-02-2017,13
11-03-2017,16
11-04-2017,7
11-05-2017,4
11-06-2017,9
11-07-2017,16
11-08-2017,5
11-09-2017,5
11-10-2017,7
11-11-2017,8
11-12-2017,4
11-13-2017,9
11-14-2017,5
11-15-2017,15
11-16-2017,8
11-17-2017,5
11-18-2017,3
11-19-2017,6
11-20-2017,2
11-21-2017,2
11-22-2017,12
11-23-2017,11
11-24-2017,6
11-25-2017,5
11-26-2017,4
11-27-2017,5
11-28-2017,18
11-29-2017,22
11-30-2017,11
12-01-2017,7
12-02-2017,7
12-03-2017,10
12-04-2017,4
12-05-2017,2
12-06-2017,5
12-07-2017,11
12-08-2017,9
12-09-2017,12
12-10-2017,3
12-11-2017,1
12-12-2017,6
12-13-2017,4
12-14-2017,7
12-15-2017,9
12-16-2017,3
12-17-2017,3
12-18-2017,13
12-19-2017,5
12-20-2017,5
12-21-2017,5
12-22-2017,11
12-23-2017,6
12-24-2017,6
12-25-2017,3
12-26-2017,3
12-27-2017,4
12-28-2017,10
12-29-2017,8
12-30-2017,6
12-31-2017,8
01-01-2018,3
01-02-2018,16
01-03-2018,5
01-04-2018,9
01-05-2018,5
01-06-2018,5
01-07-2018,7
01-08-2018,5
01-09-2018,8
01-10-2018,8
01-11-2018,14
01-12-2018,7
01-13-2018,10
01-14-2018,7
01-15-2018,12
01-16-2018,9
01-17-2018,8
01-18-2018,9
01-19-2018,7
01-20-2018,14
01-21-2018,3
01-22-2018,4
01-23-2018,7
01-24-2018,4
01-25-2018,3
01-26-2018,7
01-27-2018,5
01-28-2018,2
01-29-2018,1
01-30-2018,1
02-01-2018,4
02-02-2018,5
02-03-2018,7
02-04-2018,2
02-05-2018,6
02-06-2018,7
02-07-2018,5
02-08-2018,6
02-09-2018,3
02-10-2018,9
02-11-2018,4
02-12-2018,3
02-13-2018,2
02-14-2018,4
02-15-2018,7
02-16-2018,4
02-17-2018,9
02-18-2018,11
02-19-2018,5
02-20-2018,13
02-21-2018,6
02-22-2018,10
02-23-2018,9
02-24-2018,15
02-25-2018,1
02-27-2018,10
02-28-2018,8
03-01-2018,11
03-02-2018,8
03-03-2018,4
03-04-2018,2
03-05-2018,5
03-06-2018,9
03-07-2018,5
03-08-2018,6
03-09-2018,5
03-10-2018,11
03-11-2018,5
03-12-2018,7
03-13-2018,9
03-14-2018,9
03-15-2018,6
03-16-2018,4
03-17-2018,4
03-18-2018,3
03-19-2018,4
03-20-2018,1
03-21-2018,9
03-22-2018,6
03-23-2018,6
03-24-2018,1
03-25-2018,8
03-26-2018,5
03-27-2018,1
03-28-2018,9
03-29-2018,4
03-30-2018,1
03-31-2018,3
04-01-2018,4
04-02-2018,14
04-03-2018,8
04-04-2018,6
04-05-2018,4
04-06-2018,7
04-07-2018,7
04-08-2018,8
04-09-2018,4
04-10-2018,6
04-11-2018,12
04-12-2018,10
04-13-2018,6
04-14-2018,3
04-15-2018,9
04-16-2018,8
04-17-2018,23
04-18-2018,14
04-19-2018,13
04-20-2018,10
04-21-2018,16
04-22-2018,8
04-23-2018,4
04-24-2018,10
04-25-2018,8
04-26-2018,2
04-27-2018,13
04-28-2018,7
04-29-2018,6
04-30-2018,7
05-01-2018,7
05-02-2018,10
05-03-2018,6
05-04-2018,13
05-05-2018,1
05-07-2018,11
05-08-2018,7
05-09-2018,9
05-10-2018,5
05-11-2018,4
05-12-2018,3
05-13-2018,5
05-14-2018,6
05-15-2018,9
05-16-2018,10
05-17-2018,11
05-18-2018,11
05-19-2018,5
05-20-2018,9
05-21-2018,10
05-22-2018,5
05-23-2018,16
05-24-2018,10
05-25-2018,18
05-26-2018,10
05-27-2018,5
05-28-2018,10
05-29-2018,7
05-30-2018,14
05-31-2018,12
06-01-2018,6
06-02-2018,17
06-03-2018,5
06-04-2018,14
06-05-2018,25
06-06-2018,9
06-07-2018,21
06-08-2018,8
06-09-2018,10
06-10-2018,7
06-11-2018,6
06-12-2018,14
06-13-2018,13
06-14-2018,7
06-15-2018,19
06-16-2018,6
06-17-2018,18
06-18-2018,8
06-19-2018,12
06-20-2018,16
06-21-2018,17
06-22-2018,17
06-23-2018,24
06-24-2018,8
06-25-2018,18
06-26-2018,19
06-27-2018,12
06-28-2018,11
06-29-2018,5
06-30-2018,14
07-01-2018,5
07-02-2018,3
07-03-2018,21
07-04-2018,4
07-05-2018,9
07-06-2018,2
07-07-2018,9
07-08-2018,5
07-09-2018,9
07-10-2018,16
07-11-2018,21
07-12-2018,9
07-13-2018,2
07-14-2018,12
07-15-2018,18
07-16-2018,7
07-17-2018,8
07-18-2018,13
07-19-2018,12
07-20-2018,14
07-21-2018,7
07-22-2018,8
07-23-2018,12
07-24-2018,16
07-25-2018,16
07-26-2018,10
07-27-2018,16
07-28-2018,1
07-29-2018,18
07-30-2018,16
07-31-2018,19
08-01-2018,16
08-02-2018,10
08-03-2018,25
08-04-2018,13
08-05-2018,10
08-06-2018,10
08-07-2018,9
08-08-2018,5
08-09-2018,6
08-10-2018,8
08-11-2018,10
08-12-2018,4
08-13-2018,19
08-14-2018,12
08-15-2018,23
08-16-2018,16
08-17-2018,16
08-18-2018,12
08-19-2018,6
08-20-2018,13
08-21-2018,11
08-22-2018,17
08-23-2018,9
08-24-2018,16
08-25-2018,9
08-26-2018,8
08-27-2018,10
08-28-2018,17
08-29-2018,20
08-30-2018,15
08-31-2018,8
09-01-2018,19
09-02-2018,3
09-03-2018,15
09-04-2018,16
09-05-2018,12
09-06-2018,10
09-07-2018,10
09-08-2018,10
09-09-2018,13
09-10-2018,23
09-11-2018,15
09-12-2018,9
09-13-2018,22
09-14-2018,31
09-15-2018,11
09-16-2018,8
09-17-2018,30
09-18-2018,14
09-19-2018,7
09-20-2018,17
09-21-2018,28
09-22-2018,3
09-23-2018,3
09-24-2018,14
09-25-2018,13
09-26-2018,12
09-27-2018,1
09-28-2018,1
09-29-2018,5
09-30-2018,3
10-01-2018,8
10-02-2018,14
10-03-2018,12
10-04-2018,12
10-05-2018,9
10-06-2018,8
10-07-2018,2
10-08-2018,9
10-09-2018,21
10-10-2018,24
10-11-2018,6
10-12-2018,14
10-13-2018,12
10-14-2018,8
10-15-2018,10
10-16-2018,22
10-17-2018,20
10-18-2018,18
10-19-2018,10
10-20-2018,10
10-21-2018,5
10-22-2018,20
10-23-2018,8
10-24-2018,8
10-25-2018,17
10-26-2018,12
10-27-2018,17
10-28-2018,3
10-29-2018,22
10-30-2018,8
10-31-2018,20
11-01-2018,9
11-02-2018,12
11-03-2018,21
11-04-2018,31
11-05-2018,23
11-06-2018,29
11-07-2018,10
11-08-2018,3
11-09-2018,13
11-10-2018,7
11-11-2018,7
11-12-2018,9
11-13-2018,13
11-14-2018,5
11-15-2018,9
11-16-2018,9
11-17-2018,7
11-18-2018,8
11-19-2018,8
11-20-2018,3
11-21-2018,13
11-22-2018,8
11-23-2018,5
11-24-2018,3
11-25-2018,11
11-26-2018,11
11-27-2018,9
11-28-2018,14
11-29-2018,17
11-30-2018,13
12-01-2018,3
12-02-2018,2
12-03-2018,12
12-04-2018,11
12-05-2018,9
12-06-2018,8
12-07-2018,18
12-08-2018,12
12-09-2018,4
12-10-2018,4
12-11-2018,11
12-12-2018,3
12-13-2018,13
12-14-2018,10
12-15-2018,5
12-16-2018,11
12-17-2018,6
12-18-2018,16
12-19-2018,11
12-20-2018,16
12-21-2018,21
12-22-2018,10
12-23-2018,14
12-24-2018,13
12-25-2018,2
12-26-2018,1
12-27-2018,12
12-28-2018,5
12-29-2018,9
12-30-2018,3
12-31-2018,16
01-01-2019,17
01-02-2019,5
01-03-2019,8
01-04-2019,6
01-05-2019,16
01-06-2019,7
01-07-2019,7
01-08-2019,6
01-09-2019,13
01-10-2019,13
01-11-2019,10
01-12-2019,14
01-13-2019,14
01-14-2019,19
01-15-2019,19
01-16-2019,2
01-17-2019,8
01-18-2019,28
01-19-2019,7
01-20-2019,41
01-21-2019,11
01-22-2019,13
01-23-2019,8
01-24-2019,10
01-25-2019,3
01-26-2019,12
01-27-2019,12
01-28-2019,6
01-29-2019,2
01-30-2019,11
01-31-2019,21
02-01-2019,8
02-02-2019,4
02-03-2019,3
02-04-2019,1
02-05-2019,6
02-06-2019,2
02-07-2019,9
02-08-2019,9
02-09-2019,14
02-10-2019,14
02-11-2019,13
02-12-2019,9
02-13-2019,8
02-14-2019,8
02-15-2019,3
02-16-2019,11
02-17-2019,13
02-18-2019,17
02-19-2019,10
02-20-2019,9
02-21-2019,7
02-22-2019,6
02-23-2019,14
02-24-2019,10
02-25-2019,20
02-26-2019,7
02-27-2019,8
02-28-2019,7
03-01-2019,10
03-02-2019,13
03-03-2019,15
03-04-2019,14
03-05-2019,19
03-06-2019,6
03-07-2019,3
03-08-2019,35
03-09-2019,17
03-10-2019,14
03-11-2019,5
03-12-2019,24
03-13-2019,19
03-14-2019,14
03-15-2019,11
03-16-2019,20
03-17-2019,32
03-18-2019,15
03-19-2019,13
03-20-2019,10
03-21-2019,7
03-22-2019,11
